Region_of_Residence,Age,Gender,Monthly_Grocery_Budget,Employment_Status,HH_Income,Total_Kids_inHH,Number_Stores_ShoppedAtPast4Weeks,Year,DemoWeight,BANNER_KEY,BANNER_ShareOfWallet,BANNER_InStoreVisits,BANNER_DeliveryVisits,BANNER_PickUpVisits,BANNER_Recommend,BANNER_Trust,BANNER_UsefulInfo,BANNER_DiscountsCouponsRelevance,BANNER_RightVarietyofProducts,BANNER_QualityProducts,BANNER_CheckOut,BANNER_Staff,BANNER_CleanStore,BANNER_Rewards,BANNER_Location,BANNER_SpeedofShop,BANNER_OnlineShopping,BANNER_OneStopShop,BANNER_OutofStocks,BANNER_NaturalOrganicVariety,BANNER_NewDifferentVariety,BANNER_Fun,BANNER_LocalVariety,BANNER_CommunityConnection,BANNER_BasePrices,BANNER_Tech,BANNER_Advertising,BANNER_BetterForYou,BANNER_LoyaltySaves,BANNER_PrivateBrandSaves,BANNER_DiscountPrevalence,BANNER_DiscountDepth,BANNER_Sustainability,BANNER_Employees,BANNER_Values
3,6,2,400,5,3,1,3,2021,.758,3,60,3,0,0,5,4,2,2,4,4,4,4,4,2,4,5,2,3,3,3,4,4,4,4,5, , , , , , , , , , 
3,6,2,400,5,3,1,3,2021,.758,8,10,1,0,0,4,4,4,4,4,4,3,4,4,5,4,3,3,2,3,3,5,4,4,3,3, , , , , , , , , , 
3,4,2,600,1,1,5,4,2021,.929,15,40,2,0,0,4,5,5,5,4,5,5,5,5,5,5,4,1,1,4,2,5,5,5,5,5, , , , , , , , , , 
1,6,2,200,4,3,1,3,2021,.781,3,40,20,0,0,5,4,1,1,4,4,5,4,4,1,5,5,1,2,1,1,4,4,1,4,4, , , , , , , , , , 
4,6,2,200,4,4,1,3,2021,.947,61,35,1,5,0,5,5,5,3,5,3,4,5,5,3,4,2,4,5,3,3,4,3,4,4,3, , , , , , , , , , 
3,4,2,600,6,3,1,2,2021,.657,61,15,3,0,0,4,4,3,4,4,3,3,1,3,2,5,2,3,4,3,3,5,3,3,3,4, , , , , , , , , , 
3,6,2,210,4,6,1,3,2021,1.406,8,20,1,0,0,4,3,3,3,4,4,4,3,4,1,3,2,3,1,1,3,3,3,1,1,4, , , , , , , , , , 
3,5,2,350,1,2,1,1,2021,.75,61,100,1,3,0,5,4,5,3,5,4,5,3,4,5,5,3,5,5,4,4,5,5,3,3,5, , , , , , , , , , 
1,4,2,485,4,5,3,4,2021,.752,3,10,2,0,0,5,5,5,4,5,5,5,5,5,3,5,5,3,3,3,3,4,5,5,5,3, , , , , , , , , , 
4,4,2,1000,1,2,2,4,2021,.782,16,80,1,0,8,3,3,4,4,4,3,3,1,4,3,3,3,3,4,4,5,3,3,3,3,5, , , , , , , , , , 
3,7,2,500,4,4,1,3,2021,1.031,3,25,4,0,0,3,3,1,4,4,3,5,2,3,1,4,5,3,1,4,4,4,2,1,1,5, , , , , , , , , , 
3,7,2,500,4,4,1,3,2021,1.031,4, ,1,0,0,3,3,3,3,3,3,3,3,3,1,3,3,5,1,3,4,2,3,1,3,3, , , , , , , , , , 
3,6,2,300,5,3,1,2,2021,.965,31,80,1,0,0,4,3,3,5,5,4,1,3,3,3,4,1,3,4,3,1,3,2,3,3,2, , , , , , , , , , 
4,5,2,234,6,1,1,2,2021,.962,43,20,20,0,0,3,3,2,3,2,3,2,3,4,3,4,2,2,2,3,3,4,1,3,3,1, , , , , , , , , , 
4,6,2,350,6,1,1,2,2021,1.292,43,90,100,0,0,5,5,4,4,5,4,5,4,5,4,5,5,3,5,1,3,5,3,3,3,4, , , , , , , , , , 
3,6,2,300,1,2,1,2,2021,.98,61,50,3,0,0,5,5,3,3,4,4,5,3,5,4,5,5,4,5,2,3,4,3,3,3,5, , , , , , , , , , 
2,6,2,60,5,4,1,6,2021,.902,12,5,1,0,0,5,5,5,2,4,4,5,5,5,1,5,5,5,3,2,5,5,5,5,4,3, , , , , , , , , , 
2,5,2,600,7,1,1,3,2021,1.105,61,85,1,3,0,5,5,3,5,5,3,3,4,4,3,5,3,5,3,4,3,4,3,3,5,3, , , , , , , , , , 
3,6,2,400,4,2,1,5,2021,.966,2,15,4,0,0,4,4,1,4,3,4,4,5,5,3,2,4,3,2,4,4,4,3,3,4,1, , , , , , , , , , 
2,5,2,250,2,1,1,2,2021,.966,12,50,20,0,0,3,4,3,1,3,3,5,3,4,3,5,5,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
4,7,2,350,4,2,1,3,2021,1.252,10,40,2,0,0,4,5,5,3,5,5,5,5,5,5,5,5,3,4,3,5,5,5,3,5,5, , , , , , , , , , 
4,7,2,350,4,2,1,3,2021,1.252,16,50,6,0,0,4,5,3,5,5,4,5,5,5,5,5,5,3,5,3,5,4,5,5,5,4, , , , , , , , , , 
1,6,2,350,6,2,1,3,2021,.747,61,50,4,0,0,5,3,1,3,5,3,2,3,5,1,5,3,4,5,5,3,3,3,3,4,5, , , , , , , , , , 
1,6,2,500,4,4,1,5,2021,.897,1,20,4,0,0,4,4,3,4,4,4,3,3,5,4,5,2,3,5,2,5,3,3,5,3,3, , , , , , , , , , 
1,6,2,500,4,4,1,5,2021,.897,3,50,4,0,0,3,4,3,3,3,3,3,3,4,2,3,4,3,2,4,3,3,3,3,3,5, , , , , , , , , , 
3,6,2,1000,5,5,1,5,2021,1.172,15,60,20,0,0,5,4,3,3,3,5,5,5,5,3,5,5,3,3,5,3,3,3,3,5,3, , , , , , , , , , 
3,6,2,200,2,2,3,3,2021,.771,61,80,1,4,0,4,3,3,3,4,4,5,3,3,3,3,5,5,5,3,3,3,5,4,3,4, , , , , , , , , , 
1,6,2,500,1,3,1,4,2021,.75,1,5,20,0,0,3,3,3,3,3,3,4,3,3,2,5,3,4,3,3,5,4,4,4,3,3, , , , , , , , , , 
1,6,2,500,1,3,1,4,2021,.75,3,75,20,0,0,5,5,4,2,5,2,3,5,3,2,4,3,3,3,3,3,1,3,3,1,2, , , , , , , , , , 
2,6,2,380,5,1,1,2,2021,1.005,61,30,2,0,0,5,4,1,4,5,4,2,3,4,3,4,2,3,5,4,5,5,4,5,3,5, , , , , , , , , , 
2,3,2,200,1,1,1,4,2021,.858,3,15,2,2,0,5,5,3,3,4,5,5,4,3,3,5,5,4,5,4,5,3,3,5,4,5, , , , , , , , , , 
2,3,2,200,1,1,1,4,2021,.858,4,15,1,1,2,5,5,3,4,4,5,5,4,3,2,3,5,4,5,4,4,3,2,5,3,5, , , , , , , , , , 
3,6,2,500,1,5,1,3,2021,.867,8,25,1,0,0,4,4,4,4,4,3,4,2,4,4,4,3,3,2,3,4,3,3,3,2,4, , , , , , , , , , 
3,3,2,250,7,2,1,2,2021,.743,61,90,2,0,0,3,1,1,3,5,4,1,1,2,1,5,1,4,5,5,5,4,3,3,1,5, , , , , , , , , , 
3,3,2,100,7,1,1,3,2021,1.099,31,98,4,0,0,5,5,3,5,5,4,5,5,5,3,3,5,5,3,4,5,5,5,4,3,3, , , , , , , , , , 
2,5,2,600,1,3,3,4,2021,.613,10,50,1,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5,2,1,4,5,5,2,3,5, , , , , , , , , , 
4,4,2,350,1,5,3,2,2021,.602,10,50,5,0,0,3,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3,3,3,4,3,3, , , , , , , , , , 
1,6,2,300,4,2,1,3,2021,.717,1,50,2,0,0,3,3,2,4,4,4,1,3,4,3,5,1,4,4,4,3,3,3,3,3,2, , , , , , , , , , 
4,4,2,600,2,4,2,1,2021,.797,43,50,4,0,0,4,4,4,3,3,3,4,3,4,4,4,3,3,4,4,3,3,4,3,4,3, , , , , , , , , , 
3,5,2,200,2,5,2,4,2021,.725,4,25,1,1,0,4,4,3,4,5,4,4,2,1,2,1,3,4,2,3,1,4,2,2,4,2, , , , , , , , , , 
2,6,2,250,2,2,1,3,2021,.84,10,20,1,0,0,5,5,1,3,4,5,3,3,4,1,3,3,3,3,3,4,3,5,3,3,3, , , , , , , , , , 
3,5,2,1000,1,5,4,2,2021,.943,8,75,1,0,20,5,5,5,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4, , , , , , , , , , 
4,5,2,400,5,1,2,5,2021,.713,43,50,5,0,0,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,3,3, , , , , , , , , , 
1,5,2,600,5,2,2,2,2021,.607,61,50,6,0,0,4,4,3,3,3,4,4,4,4,1,4,4,3,3,4,4,4,4,4,4,3, , , , , , , , , , 
2,5,2,150,4,1,1,10,2021,.959,11, ,4,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
2,5,2,100,4,2,1,2,2021,.802,3,80,4,0,0,5,4,4,1,4,4,3,3,4,2,4,3,3,4,5,4,4,3,2,3,4, , , , , , , , , , 
2,5,2,350,6,1,1,3,2021,.701,31,25,1,0,0,3,5,3,1,3,3,3,1,3,4,5,1,3,3,5,3,3,1,3,3,1, , , , , , , , , , 
3,5,2,350,2,2,1,3,2021,.606,61,60,4,0,0,4,4,3,4,4,4,5,3,4,4,4,4,5,5,4,4,3,3,3,4,5, , , , , , , , , , 
1,5,2,250,6,1,1,3,2021,.786,61,2,1,0,0,1,1,3,1,3,1,1,3,3,3,4,1,3,1,5,1,3,1,3,1,3, , , , , , , , , , 
2,5,2,500,5,4,3,2,2021,.822,61,45,1,4,0,4,5,4,4,5,5,5,4,5,3,5,5,5,4,4,3,5,4,5,5,4, , , , , , , , , , 
2,6,2,400,5,3,1,5,2021,1.039,12,10,1,0,0,3,3,3,3,4,3,4,3,3,3,5,4,3,2,2,3,3,3,4,4,4, , , , , , , , , , 
2,6,2,400,5,3,1,5,2021,1.039,17,10,1,0,0,4,4,3,3,4,5,4,3,4,3,4,4,3,2,2,5,3,3,4,4,4, , , , , , , , , , 
3,2,2,200,1,1,1,2,2021,.959,31,50,2,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5, , , , , , , , , , 
1,2,2,80,1,5,6,7,2021,.86,1,10,4,1,1,5,5,3,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5, , , , , , , , , , 
1,2,2,80,1,5,6,7,2021,.86,8,20,2,1,0,5,3,5,3,3,3,5,3,4,4,5,4,5,3,5,5,4,4,3,5,5, , , , , , , , , , 
3,2,2,350,5,3,3,2,2021,.9,61,20,4,0,0,5,5,3,2,3,3,5,4,3,1,4,5,4,3,3,3,3,2,3,3,2, , , , , , , , , , 
3,8,2,100,4,1,1,2,2021,.91,3,75,1,3,0,4,4,3,2,3,3,4,3,4,2,3,3,4,3,2,3,3,3,3,3,3, , , , , , , , , , 
2,6,2,125,1,4,1,4,2021,1.142,31,10,1,0,0,5,5,5,1,4,5,3,5,5,1,3,3,3,3,4,3,4,5,3,3,3, , , , , , , , , , 
3,8,2,160,4,1,1,2,2021,1.179,31,97,4,0,0,3,2,1,1,2,2,1,2,2,4,1,1,3,1,5,1,2,2,1,1,1, , , , , , , , , , 
4,6,2,300,1,3,1,3,2021,.767,2,10,2,0,0,3,3,3,3,3,3,4,2,3,3,3,4,3,3,3,3,3,3,4,4,2, , , , , , , , , , 
2,6,2,600,1,4,1,3,2021,.861,61,25,2,0,0,4,4,3,4,4,4,5,3,3,3,5,4,4,3,4,3,4,4,3,4,5, , , , , , , , , , 
3,4,2,455,5,2,2,4,2021,.777,3,5,1,0,0,4,4,4,4,5,4,5,5,5,5,4,5,4,4,5,3,4,5,5,4,4, , , , , , , , , , 
3,4,2,455,5,2,2,4,2021,.777,4,15,1,1,0,4,4,3,5,4,4,5,4,5,4,4,4,5,5,4,3,4,4,4,5,5, , , , , , , , , , 
3,5,2,200,2,2,2,2,2021,.606,61,65,2,0,0,4,4,2,4,4,4,5,2,4,2,4,4,5,5,4,3,4,4,3,3,4, , , , , , , , , , 
1,4,2,430,6,1,2,3,2021,.722,61,50,1,1,0,4,4,2,1,5,5,2,3,3,1,2,2,2,4,4,3,4,2,1,2,5, , , , , , , , , , 
3,4,2,500,1,2,1,5,2021,.825,14,25,2,0,0,5,5,3,4,5,5,5,5,5,5,5,5,3,3,5,3,5,5,3,5,5, , , , , , , , , , 
4,4,2,500,5,3,3,1,2021,.871,61,5,1,0,0,1,3,1,3,5,3,2,3,4,2,5,3,5,4,2,1,4,3,1,3,4, , , , , , , , , , 
3,3,2,200,2,5,3,5,2021,.863,5,5,1,2,1,5,5,4,3,5,5,5,3,5,5,3,4,5,4,1,4,5,5,4,3,4, , , , , , , , , , 
3,4,2,300,1,2,1,2,2021,1.153,61,80,1,0,0,5,5,5,5,5,5,5,3,5,3,5,5,5,5,1,5,5,5,5,5,5, , , , , , , , , , 
3,4,2,250,6,1,1,2,2021,.867,31,25,2,0,0,5,5,1,5,5,5,3,5,5,5,5,3,5,3,1,5,3,3,5,3,3, , , , , , , , , , 
3,4,2,250,6,1,1,2,2021,.867,61,75,3,0,0,5,5,1,5,5,5,3,5,5,4,5,3,5,5,3,5,5,3,5,3,5, , , , , , , , , , 
2,5,2,215,6,1,3,3,2021,1.084,61,25,1,0,1,5,5,3,3,4,4,5,5,4,1,5,3,5,5,3,3,5,4,1,5,5, , , , , , , , , , 
4,6,2,200,2,4,1,1,2021,.752,61,100,3,0,0,2,3,1,1,5,3,3,1,3,1,3,3,3,5,5,3,5,1,1,1,5, , , , , , , , , , 
1,7,2,200,4,2,1,5,2021,1.18,4,1,1,1,0,3,3,2,3,5,4,5,3,3,2,3,5,5,3,2,5,5,1,1,3,3, , , , , , , , , , 
1,7,2,425,4,4,1,1,2021,1.117,8,5,1,0,0,4,4,3,3,4,4,2,3,4,3,4,2,3,1,2,3,3,2,2,2,3, , , , , , , , , , 
3,6,2,400,5,3,1,4,2021,1.01,3,30,4,0,0,5,5,5,3,5,3,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5, , , , , , , , , , 
2,6,2,750,5,3,1,2,2021,.754,31,10,1,0,0,4,5,3,3,5,5,5,3,5,1,5,5,4,1,5,4,4,4,3,4,2, , , , , , , , , , 
1,7,2,350,4,5,1,4,2021,1.205,1,10,2,0,0,4,3,3,4,3,3,2,2,3,5,5,2,3,3,4,3,3,2,3,3,2, , , , , , , , , , 
3,4,2,850,2,1,4,2,2021,.867,31,75,4,0,0,4,4,3,4,3,4,3,3,4,4,3,4,3,3,2,3,4,3,3,3,3, , , , , , , , , , 
4,8,2,300,4,4,1,1,2021,1.227,16,15,1,0,0,4,4,3,3,4,3,3,3,4,4,3,3,3,4,3,4,4,3,3,3,2, , , , , , , , , , 
3,7,2,200,1,2,1,3,2021,1.244,3,30,2,0,0,5,4,2,3,5,2,2,1,3,1,5,3,3,2,3,3,3,2,3,2,5, , , , , , , , , , 
3,7,2,400,1,2,1,1,2021,1.214,31,100,1,2,0,1,3,1,1,3,3,1,1,1,1,5,1,4,4,5,3,3,1,1,1,3, , , , , , , , , , 
3,4,2,120,1,2,1,2,2021,.825,3,80,3,0,0,5,3,1,3,5,5,3,3,5,1,5,5,3,3,1,3,3,3,3,3,5, , , , , , , , , , 
2,5,2,400,2,6,1,3,2021,.892,10,70,3,0,0,5,4,4,4,5,4,4,5,4,4,5,4,2,4,2,4,4,5,4,4,4, , , , , , , , , , 
3,8,2,225,4,3,1,2,2021,.773,8,85,2,0,0,5,5,5,5,5,3,4,3,4,3,3,3,3,4,2,3,2,2,2,3,4, , , , , , , , , , 
3,8,2,225,4,3,1,2,2021,.773,15,15,4,0,0,3,4,1,2,3,3,4,3,4,3,5,3,3,1,4,3,2,2,2,3,3, , , , , , , , , , 
2,6,2,300,6,3,1,6,2021,.921,10,10,20,0,0,4,3,3,3,3,3,2,3,5,3,3,2,3,2,3,3,3,2,3,3,3, , , , , , , , , , 
4,7,2,400,4,3,1,3,2021,1.035,2,50,5,0,0,4,3,5,5,3,3,4,3,5,3,4,5,1,4,5,2,3,3,1,3,1, , , , , , , , , , 
2,7,2,275,1,3,1,3,2021,1.068,31,10,1,0,0,2,2,3,3,2,3,2,1,3,3,4,2,3,1,5,3,3,1,3,2,2, , , , , , , , , , 
3,8,2,65,4,4,1,2,2021,.92,61,70,3,1,0,4,5,4,3,4,3,3,4,4,4,5,2,5,4,1,4,4,3,3,3,4, , , , , , , , , , 
1,6,2,600,5,3,1,3,2021,.75,61,10,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5, , , , , , , , , , 
2,6,2,400,2,3,1,3,2021,.754,61,25,6,0,0,4,3,3,3,4,4,3,3,4,1,4,3,5,5,4,4,4,3,2,4,2, , , , , , , , , , 
3,6,2,350,4,2,1,3,2021,.861,31,70,4,3,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,3, , , , , , , , , , 
2,6,2,900,5,5,1,3,2021,.862,3,30,2,0,0,4,5,4,1,4,4,5,5,5,3,4,5,2,2,2,3,4,4,2,3,5, , , , , , , , , , 
2,6,2,250,2,4,1,3,2021,.776,3,15,1,0,0,5,5,3,1,4,3,4,3,5,1,5,4,3,2,2,3,3,3,3,3,4, , , , , , , , , , 
3,6,2,600,5,3,1,3,2021,.758,15,60,2,0,0,5,5,4,5,5,5,5,5,5,5,5,5,4,4,1,5,5,5,5,5,4, , , , , , , , , , 
3,2,2,170,6,1,1,5,2021,.772,5,55,1,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5, , , , , , , , , , 
1,4,2,600,5,2,2,2,2021,.629,61,100,1,0,4,3,3,2,3,4,4,4,3,3,4,3,3,5,4,4,4,5,4,3,3,3, , , , , , , , , , 
2,6,2,700,4,1,1,3,2021,1.434,61,50,4,0,0,5,5,1,1,5,5,1,1,3,3,5,1,5,4,5,3,5,3,3,1,5, , , , , , , , , , 
3,6,2,200,1,2,1,5,2021,.746,5,60,1,8,0,5,1,2,3,5,5,5,3,3,4,5,5,5,5,5,4,4,4,3,1,4, , , , , , , , , , 
2,6,2,500,1,4,1,7,2021,.861,4,5,5,1,0,5,5,5,5,5,5,5,3,3,5,3,5,5,5,2,4,5,5,3,3,5, , , , , , , , , , 
3,6,2,550,2,2,1,2,2021,.861,61,40,2,0,1,4,4,3,4,5,4,4,4,5,3,5,5,5,4,4,4,5,4,3,4,3, , , , , , , , , , 
3,3,2,600,5,3,2,4,2021,.961,31,80,3,0,0,5,4,5,5,5,4,2,2,4,5,5,4,4,5,3,4,4,4,4,3,5, , , , , , , , , , 
4,6,2,200,4,5,1,2,2021,1.292,2,10,1,0,0,4,4,3,5,4,5,5,5,5,5,4,4,4,4,3,4,4,3,4,3,4, , , , , , , , , , 
4,3,2,1200,1,7,3,4,2021,2.461,31,35,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
3,4,2,350,3,2,2,3,2021,.814,61,15,3,0,0,5,4,5,5,4,5,4,4,5,3,5,3,5,4,2,3,5,4,5,4,5, , , , , , , , , , 
2,6,2,225,4,1,1,2,2021,1.496,31,25,4,0,0,3,2,4,2,5,5,3,1,4,4,4,4,3,5,5,3,5,3,3,4,2, , , , , , , , , , 
2,3,2,500,2,5,4,6,2021,.858,4,5,1,1,0,5,5,3,3,5,3,3,3,3,3,5,3,3,2,3,5,3,5,3,3,3, , , , , , , , , , 
4,6,2,600,4,1,1,3,2021,1.105,5,25,1,4,0,5,5,4,4,4,5,5,5,4,3,5,5,5,3,5,4,4,5,4,5,5, , , , , , , , , , 
3,5,2,400,2,3,1,1,2021,1.164,3,75,2,0,0,5,5,4,3,4,4,5,4,5,3,4,5,4,4,3,4,4,3,3,3,5, , , , , , , , , , 
4,4,2,600,1,5,2,2,2021,.935,10,20,5,0,0,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2, , , , , , , , , , 
3,2,2,350,3,4,1,3,2021,.882,10,10,5,0,0,5,3,3,3,4,4,3,3,5,3,3,3,3,3,3,5,4,3,4,2,2, , , , , , , , , , 
1,3,2,500,5,1,2,2,2021,.89,61,50,1,0,0,5,5,1,1,5,5,2,1,2,1,5,1,3,5,5,5,5,2,3,1,2, , , , , , , , , , 
2,5,2,850,6,1,2,2,2021,1.216,3,50,2,0,0,5,3,1,1,4,1,3,4,5,1,3,1,1,1,5,1,3,3,3,5,4, , , , , , , , , , 
4,3,2,150,2,5,1,2,2021,1.105,16,75,4,0,0,5,4,4,3,5,4,4,3,5,4,3,5,3,5,4,5,4,4,3,3,3, , , , , , , , , , 
2,3,2,650,5,3,4,3,2021,1.028,3,10,1,0,1,5,1,1,1,3,3,5,2,5,1,5,5,5,2,5,3,2,4,1,2,4, , , , , , , , , , 
3,5,2,50,6,1,1,3,2021,.876,31,100,1,0,0,5,5,1,5,5,5,5,3,5,5,5,2,5,5,1,5,5,5,3,5,3, , , , , , , , , , 
4,7,2,200,4,6,1,2,2021,1.804,10,70,2,0,0,5,5,5,3,4,5,5,5,5,3,5,4,4,3,2,5,4,5,4,5,4, , , , , , , , , , 
4,7,2,200,4,6,1,2,2021,1.804,43,30,2,0,0,4,5,5,4,5,5,5,5,5,4,5,4,3,4,2,4,4,4,4,5,3, , , , , , , , , , 
1,4,2,1500,1,4,4,11,2021,.619,5,10,3,6,2,4,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5, , , , , , , , , , 
4,7,2,150,4,5,1,3,2021,1.489,10,40,1,0,0,4,4,4,4,4,4,4,3,4,4,4,2,4,2,2,4,4,4,2,4,2, , , , , , , , , , 
4,7,2,150,4,5,1,3,2021,1.489,43,50,2,0,0,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,2,4,4,4,2, , , , , , , , , , 
4,7,2,300,4,5,1,6,2021,1.497,2,5,8,0,0,2,2,2,4,2,3,4,3,4,2,3,4,3,2,4,3,3,3,2,3,2, , , , , , , , , , 
1,5,2,1200,5,3,2,3,2021,.635,61,10,1,0,0,3,4,1,3,4,2,2,3,3,1,5,3,3,4,3,3,3,1,2,3,4, , , , , , , , , , 
2,7,2,220,1,2,1,6,2021,1.503,17,5,1,0,0,5,4,3,4,3,4,5,3,5,4,4,4,3,1,5,5,5,2,4,4,1, , , , , , , , , , 
3,3,2,616,3,1,3,3,2021,1.22,61,20,2,0,0,4,3,1,1,5,3,4,1,3,1,3,3,5,5,3,3,5,3,1,1,1, , , , , , , , , , 
3,5,2,600,2,2,3,3,2021,.785,4,2,1,2,0,4,4,3,4,4,3,5,2,3,5,2,4,5,3,3,5,5,4,1,1,3, , , , , , , , , , 
1,3,2,20,1,5,1,2,2021,.89,4,20,3,1,0,4,4,4,3,4,3,4,4,3,4,4,3,3,4,4,3,3,4,4,4,3, , , , , , , , , , 
4,7,2,130,4,4,1,2,2021,1.277,2,80,2,0,0,4,4,5,3,4,4,4,5,5,5,5,4,5,3,4,5,5,4,4,5,4, , , , , , , , , , 
2,7,2,200,4,1,1,4,2021,1.797,4,5,1,1,0,5,5,5,3,3,5,5,3,5,5,5,5,5,2,4,3,4,5,3,2,4, , , , , , , , , , 
1,3,2,400,6,1,1,3,2021,.89,31,70,6,0,0,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4, , , , , , , , , , 
4,5,2,300,5,2,3,4,2021,.954,2,40,4,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5, , , , , , , , , , 
3,6,2,400,6,1,1,2,2021,1.156,61,50,20,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
3,8,2,100,4,2,1,2,2021,.941,61,25,1,9,0,5,4,5,5,5,5,3,5,4,4,5,3,5,5,3,3,5,5,5,5,5, , , , , , , , , , 
4,3,2,1500,1,1,1,5,2021,.712,2, ,1,0,0,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
4,6,2,400,5,1,1,6,2021,.715,2,5,2,0,0,3,4,2,3,3,3,2,3,4,3,4,2,3,3,3,3,3,2,2,3,2, , , , , , , , , , 
2,7,2,125,4,1,1,2,2021,1.355,3,76,2,0,3,5,5,5,3,5,5,5,5,5,3,5,5,3,5,1,5,5,5,5,5,3, , , , , , , , , , 
3,5,2,1000,1,7,3,7,2021,2.685,43,25,3,0,9,3,3,3,5,5,3,5,1,3,5,5,3,5,4,4,3,4,3,3,3,2, , , , , , , , , , 
3,3,2,300,1,1,1,6,2021,.962,9,10,20,0,0,5,5,5,3,3,3,5,5,5,1,5,5,5,5,3,3,3,5,3,5,1, , , , , , , , , , 
3,6,2,500,1,1,1,6,2021,1.156,31,5,1,20,0,3,3,3,2,3,4,3,3,4,2,3,4,4,2,4,3,3,3,3,2,2, , , , , , , , , , 
2,5,2,200,1,6,1,6,2021,1.312,10, ,1,0,0,5,5,4,5,5,5,5,2,5,5,1,1,4,2,2,5,5,4,3,3,4, , , , , , , , , , 
2,5,2,200,1,3,1,3,2021,1.15,4, ,1,0,0,3,4,3,1,4,5,5,3,3,1,5,3,5,3,3,1,3,1,1,3,3, , , , , , , , , , 
3,4,2,300,1,4,1,2,2021,.57,43,70,4,0,0,3,3,3,5,4,3,3,3,3,5,4,4,4,5,4,4,3,3,3,3,2, , , , , , , , , , 
4,3,2,126,1,1,3,4,2021,.874,4,30,6,0,0,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5, , , , , , , , , , 
3,8,2,375,4,4,1,7,2021,1.015,8,15,1,0,0,4,3,4,4,4,4,4,3,4,3,4,4,4,4,5,4,3,3,2,4,2, , , , , , , , , , 
3,7,2,75,4,1,1,5,2021,1.389,31,20,1,1,1,4,4,4,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,4,4,4, , , , , , , , , , 
1,4,2,1500,1,5,4,10,2021,.752,1,10,100,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5, , , , , , , , , , 
1,5,2,700,6,2,2,2,2021,.662,3,50,4,0,0,5,4,3,1,4,5,1,2,5,1,4,2,4,3,4,3,3,3,4,3,5, , , , , , , , , , 
1,6,2,450,5,3,1,4,2021,.75,8,20,4,0,0,4,4,1,1,3,5,4,2,5,1,5,3,1,2,4,3,3,4,3,3,4, , , , , , , , , , 
3,4,2,150,1,5,4,3,2021,.929,4,25,1,5,0,5,5,4,4,4,5,4,4,5,4,5,4,5,4,3,4,4,4,5,4,3, , , , , , , , , , 
2,4,2,600,7,2,3,5,2021,.707,31,5,2,0,0,3,3,4,4,4,5,1,3,4,4,4,2,4,2,3,5,4,3,3,4,1, , , , , , , , , , 
1,6,2,650,4,5,1,3,2021,.858,10,20,1,0,0,5,5,2,3,5,5,5,3,5,3,5,5,4,4,5,3,5,5,2,3,5, , , , , , , , , , 
3,7,2,500,1,4,1,6,2021,1.245,15,5,1,0,0,5,5,3,3,5,5,5,5,5,3,1,5,5,4,3,3,4,3,1,2,4, , , , , , , , , , 
1,7,2,347,1,5,1,4,2021,1.314,8,5,2,0,0,3,3,2,3,2,3,3,2,3,1,4,3,4,1,3,3,2,3,2,2,3, , , , , , , , , , 
1,6,2,300,1,3,1,2,2021,.75,3,50,1,0,0,5,5,3,2,4,3,5,3,5,3,5,5,3,4,4,3,4,3,3,3,4, , , , , , , , , , 
3,3,2,300,2,1,2,6,2021,1.048,9,10,1,0,0,2,3,2,5,2,3,4,3,4,4,4,2,1,1,3,2,2,2,3,5,4, , , , , , , , , , 
3,8,2,200,4,1,1,3,2021,1.125,31,45,20,0,0,4,5,5,5,4,4,4,5,4,5,5,4,5,5,4,4,4,4,3,5,5, , , , , , , , , , 
